invoice_id,branch,city,customer_type,gender,category,cogs,sale,date,time,payment_method,review,gross_margin,month,day_of_week,hour
399-69-4630,C,Houston,Normal,Male,Electronic accessories,133.26,139.923,2019-03-07,10:23:00,Credit card,8.6,6.663000000000011,March,Thursday,10
134-75-2619,A,Nueva York,Member,Male,Electronic accessories,135.24,142.002,2019-03-25,18:51:00,Cash,6.9,6.7620000000000005,March,Monday,18
356-44-8813,B,Chicago,Normal,Male,Home and lifestyle,112.44,118.062,2019-01-20,13:45:00,Credit card,7.7,5.622,January,Sunday,13
198-66-9832,B,Chicago,Member,Female,Fashion accessories,144.08,151.284,2019-02-04,19:38:00,Cash,9.5,7.203999999999979,February,Monday,19
283-26-5248,C,Houston,Member,Female,Food and beverages,985.2,1034.46,2019-01-30,20:23:00,Ewallet,4.5,49.25999999999999,January,Wednesday,20
712-39-0363,A,Nueva York,Member,Male,Food and beverages,249.96,262.458,2019-01-02,15:24:00,Ewallet,5.6,12.498000000000019,January,Wednesday,15
218-59-9410,A,Nueva York,Member,Female,Home and lifestyle,217.26,228.123,2019-03-29,16:54:00,Ewallet,8.2,10.863,March,Friday,16
174-75-0888,B,Chicago,Normal,Male,Electronic accessories,194.22,203.931,2019-03-14,12:32:00,Cash,7.3,9.711000000000013,March,Thursday,12
866-99-7614,C,Houston,Normal,Male,Food and beverages,892.0,936.6,2019-02-11,15:42:00,Credit card,4.4,44.60000000000002,February,Monday,15
134-54-4720,B,Chicago,Normal,Female,Electronic accessories,339.36,356.328,2019-01-30,13:58:00,Ewallet,5.7,16.96799999999996,January,Wednesday,13
760-90-2357,A,Nueva York,Member,Male,Electronic accessories,447.06,469.413,2019-03-20,15:08:00,Ewallet,5.0,22.35300000000001,March,Wednesday,15
514-37-2845,B,Chicago,Normal,Male,Fashion accessories,198.5,208.425,2019-03-20,13:02:00,Cash,9.0,9.925000000000011,March,Wednesday,13
698-98-5964,A,Nueva York,Normal,Female,Food and beverages,812.1,852.705,2019-01-17,13:01:00,Credit card,6.3,40.60500000000002,January,Thursday,13
718-57-9773,C,Houston,Normal,Female,Sports and travel,493.3,517.965,2019-02-03,16:40:00,Credit card,9.4,24.66500000000002,February,Sunday,16
651-88-7328,A,Nueva York,Normal,Female,Fashion accessories,591.66,621.243,2019-01-01,13:55:00,Cash,7.7,29.583000000000084,January,Tuesday,13
241-11-2261,B,Chicago,Normal,Female,Fashion accessories,559.02,586.971,2019-01-10,10:33:00,Credit card,5.5,27.951000000000022,January,Thursday,10
408-26-9866,C,Houston,Normal,Female,Sports and travel,517.86,543.753,2019-03-02,16:42:00,Ewallet,4.1,25.89300000000003,March,Saturday,16
834-83-1826,B,Chicago,Member,Female,Home and lifestyle,410.2,430.71,2019-02-25,17:16:00,Credit card,7.6,20.50999999999999,February,Monday,17
343-61-3544,B,Chicago,Member,Male,Sports and travel,266.7,280.035,2019-01-29,11:48:00,Cash,8.6,13.335000000000036,January,Tuesday,11
239-48-4278,A,Nueva York,Member,Male,Food and beverages,70.91,74.4555,2019-03-10,19:35:00,Ewallet,8.3,3.545500000000004,March,Sunday,19
355-34-6244,B,Chicago,Normal,Male,Food and beverages,144.78,152.019,2019-01-13,19:55:00,Credit card,8.1,7.239000000000004,January,Sunday,19
550-84-8664,A,Nueva York,Normal,Male,Sports and travel,429.55,451.0275,2019-03-22,14:33:00,Credit card,8.6,21.477499999999964,March,Friday,14
339-96-8318,B,Chicago,Member,Male,Fashion accessories,569.17,597.6285,2019-03-01,19:49:00,Ewallet,6.3,28.458500000000072,March,Friday,19
458-61-0011,B,Chicago,Normal,Male,Food and beverages,241.2,253.26,2019-02-20,18:43:00,Cash,5.8,12.060000000000002,February,Wednesday,18
592-34-6155,C,Houston,Normal,Male,Food and beverages,127.08,133.434,2019-01-14,14:43:00,Ewallet,6.2,6.353999999999999,January,Monday,14
797-88-0493,A,Nueva York,Normal,Female,Health and beauty,257.08,269.934,2019-03-26,13:54:00,Cash,7.7,12.854000000000042,March,Tuesday,13
207-73-1363,B,Chicago,Normal,Male,Health and beauty,139.02,145.971,2019-03-01,12:15:00,Ewallet,8.1,6.950999999999993,March,Friday,12
390-31-6381,C,Houston,Normal,Male,Food and beverages,81.66,85.743,2019-01-07,12:37:00,Cash,7.3,4.082999999999998,January,Monday,12
443-82-0585,A,Nueva York,Member,Female,Health and beauty,310.72,326.256,2019-02-01,19:54:00,Cash,8.4,15.535999999999945,February,Friday,19
339-18-7061,C,Houston,Member,Female,Fashion accessories,185.96,195.258,2019-02-13,15:06:00,Credit card,8.0,9.298000000000002,February,Wednesday,15
359-90-3665,B,Chicago,Member,Female,Fashion accessories,72.32,75.936,2019-01-14,18:03:00,Credit card,9.5,3.616000000000014,January,Monday,18
375-72-3056,B,Chicago,Normal,Male,Sports and travel,189.18,198.639,2019-01-19,15:58:00,Ewallet,7.0,9.459000000000003,January,Saturday,15
127-47-6963,A,Nueva York,Normal,Male,Health and beauty,206.84,217.182,2019-03-09,13:53:00,Credit card,9.8,10.341999999999985,March,Saturday,13
278-86-2735,A,Nueva York,Normal,Female,Food and beverages,157.02,164.871,2019-03-27,14:03:00,Cash,9.2,7.850999999999999,March,Wednesday,14
695-28-6250,A,Nueva York,Normal,Female,Sports and travel,215.3,226.065,2019-02-04,16:38:00,Ewallet,7.7,10.764999999999986,February,Monday,16
379-17-6588,C,Houston,Normal,Male,Fashion accessories,596.1,625.905,2019-03-14,11:07:00,Cash,5.3,29.80499999999995,March,Thursday,11
227-50-3718,A,Nueva York,Normal,Male,Health and beauty,73.1,76.755,2019-03-04,12:23:00,Cash,4.4,3.655000000000001,March,Monday,12
302-15-2162,C,Houston,Member,Male,Health and beauty,279.18,293.139,2019-03-03,10:54:00,Credit card,4.3,13.959000000000003,March,Sunday,10
788-07-8452,C,Houston,Member,Female,Home and lifestyle,169.68,178.164,2019-01-27,17:38:00,Ewallet,9.4,8.48399999999998,January,Sunday,17
560-49-6611,A,Nueva York,Member,Female,Sports and travel,45.58,47.859,2019-02-07,14:13:00,Cash,9.8,2.2790000000000035,February,Thursday,14
880-35-0356,A,Nueva York,Member,Female,Sports and travel,225.6,236.88,2019-02-05,11:51:00,Ewallet,4.8,11.280000000000001,February,Tuesday,11
585-11-6748,B,Chicago,Member,Male,Sports and travel,290.4,304.92,2019-03-15,13:05:00,Cash,5.3,14.520000000000039,March,Friday,13
470-31-3286,B,Chicago,Normal,Male,Health and beauty,44.46,46.683,2019-03-01,11:30:00,Credit card,8.7,2.222999999999999,March,Friday,11
152-68-2907,A,Nueva York,Normal,Male,Food and beverages,156.6,164.43,2019-02-15,13:30:00,Credit card,9.5,7.8300000000000125,February,Friday,13
123-35-4896,C,Houston,Normal,Female,Sports and travel,419.94,440.937,2019-02-17,19:11:00,Ewallet,5.3,20.997000000000014,February,Sunday,19
258-69-7810,C,Houston,Normal,Female,Fashion accessories,184.25,193.4625,2019-01-26,18:53:00,Cash,9.2,9.212500000000006,January,Saturday,18
334-64-2006,A,Nueva York,Member,Female,Home and lifestyle,140.64,147.672,2019-03-24,14:22:00,Ewallet,9.6,7.032000000000011,March,Sunday,14
219-61-4139,C,Houston,Normal,Male,Electronic accessories,83.08,87.234,2019-01-23,17:16:00,Ewallet,6.4,4.153999999999996,January,Wednesday,17
881-41-7302,C,Houston,Normal,Female,Fashion accessories,64.99,68.2395,2019-01-26,10:06:00,Credit card,4.5,3.249500000000012,January,Saturday,10
373-09-4567,C,Houston,Normal,Male,Food and beverages,775.6,814.38,2019-03-14,20:35:00,Ewallet,6.9,38.77999999999997,March,Thursday,20
642-30-6693,B,Chicago,Normal,Female,Sports and travel,327.06,343.413,2019-03-17,13:54:00,Ewallet,7.8,16.35300000000001,March,Sunday,13
484-22-8230,C,Houston,Member,Female,Fashion accessories,363.23,381.3915,2019-01-08,20:08:00,Cash,4.5,18.16149999999999,January,Tuesday,20
830-58-2383,B,Chicago,Normal,Male,Home and lifestyle,127.0,133.35,2019-02-08,15:26:00,Cash,8.6,6.349999999999994,February,Friday,15
559-98-9873,A,Nueva York,Member,Female,Fashion accessories,375.55,394.3275,2019-02-10,12:56:00,Ewallet,5.2,18.777499999999975,February,Sunday,12
544-32-5024,C,Houston,Member,Female,Food and beverages,199.16,209.118,2019-03-28,19:16:00,Credit card,6.4,9.957999999999998,March,Thursday,19
318-12-0304,A,Nueva York,Normal,Male,Fashion accessories,30.61,32.1405,2019-01-23,12:20:00,Ewallet,5.2,1.5305000000000035,January,Wednesday,12
349-97-8902,B,Chicago,Member,Male,Food and beverages,115.78,121.569,2019-01-17,10:37:00,Ewallet,8.9,5.7890000000000015,January,Thursday,10
421-95-9805,A,Nueva York,Normal,Female,Electronic accessories,28.96,30.408,2019-02-07,10:18:00,Credit card,6.2,1.4480000000000004,February,Thursday,10
277-35-5865,C,Houston,Member,Female,Food and beverages,890.73,935.2665,2019-03-09,11:23:00,Cash,6.7,44.53649999999993,March,Saturday,11
789-23-8625,B,Chicago,Member,Male,Fashion accessories,279.66,293.643,2019-01-24,11:45:00,Cash,7.2,13.982999999999947,January,Thursday,11
284-54-4231,C,Houston,Member,Male,Sports and travel,80.93,84.9765,2019-01-19,16:08:00,Credit card,9.0,4.046499999999995,January,Saturday,16
443-59-0061,A,Nueva York,Member,Male,Food and beverages,674.5,708.225,2019-02-03,11:25:00,Ewallet,4.2,33.72500000000002,February,Sunday,11
509-29-3912,A,Nueva York,Member,Female,Sports and travel,348.48,365.904,2019-03-20,12:24:00,Ewallet,4.2,17.423999999999978,March,Wednesday,12
327-40-9673,B,Chicago,Member,Male,Sports and travel,435.6,457.38,2019-01-13,19:51:00,Cash,6.9,21.779999999999973,January,Sunday,19
840-19-2096,C,Houston,Member,Male,Electronic accessories,439.55,461.5275,2019-03-14,18:10:00,Ewallet,4.4,21.977499999999964,March,Thursday,18
828-46-6863,A,Nueva York,Member,Male,Food and beverages,591.18,620.739,2019-01-23,11:22:00,Credit card,4.0,29.559000000000083,January,Wednesday,11
641-96-3695,C,Houston,Member,Female,Fashion accessories,260.76,273.798,2019-02-07,17:55:00,Ewallet,8.5,13.038000000000011,February,Thursday,17
420-97-3340,A,Nueva York,Normal,Female,Food and beverages,215.04,225.792,2019-03-28,15:30:00,Credit card,9.2,10.75200000000001,March,Thursday,15
436-54-4512,A,Nueva York,Member,Female,Food and beverages,91.61,96.1905,2019-03-20,19:44:00,Cash,9.8,4.580500000000001,March,Wednesday,19
670-79-6321,B,Chicago,Member,Female,Home and lifestyle,662.13,695.2365,2019-01-17,15:27:00,Credit card,4.9,33.10649999999998,January,Thursday,15
852-62-7105,B,Chicago,Normal,Female,Fashion accessories,832.5,874.125,2019-01-12,11:25:00,Credit card,4.4,41.625,January,Saturday,11
598-06-7312,B,Chicago,Member,Male,Fashion accessories,91.35,95.9175,2019-02-16,15:42:00,Cash,6.8,4.56750000000001,February,Saturday,15
135-13-8269,B,Chicago,Member,Female,Food and beverages,157.76,165.648,2019-01-26,16:04:00,Cash,9.1,7.888000000000005,January,Saturday,16
816-57-2053,A,Nueva York,Normal,Male,Sports and travel,121.74,127.827,2019-03-09,12:37:00,Ewallet,8.7,6.087000000000003,March,Saturday,12
628-90-8624,B,Chicago,Member,Male,Health and beauty,825.8,867.09,2019-03-14,14:41:00,Cash,5.0,41.29000000000008,March,Thursday,14
856-66-2701,A,Nueva York,Member,Male,Home and lifestyle,159.9,167.895,2019-01-25,14:19:00,Ewallet,7.5,7.9950000000000045,January,Friday,14
308-39-1707,A,Nueva York,Normal,Female,Fashion accessories,12.09,12.6945,2019-01-26,18:19:00,Credit card,8.2,0.6044999999999998,January,Saturday,18
149-61-1929,A,Nueva York,Normal,Male,Sports and travel,641.9,673.995,2019-01-19,14:08:00,Credit card,6.7,32.09500000000003,January,Saturday,14
655-07-2265,A,Nueva York,Normal,Male,Electronic accessories,234.93,246.6765,2019-03-05,16:38:00,Ewallet,5.4,11.746499999999997,March,Tuesday,16
589-02-8023,A,Nueva York,Member,Male,Food and beverages,167.54,175.917,2019-01-15,10:54:00,Credit card,7.0,8.37700000000001,January,Tuesday,10
420-04-7590,B,Chicago,Normal,Male,Home and lifestyle,299.1,314.055,2019-03-18,11:29:00,Ewallet,4.7,14.954999999999984,March,Monday,11
182-88-2763,B,Chicago,Member,Male,Food and beverages,239.73,251.7165,2019-03-20,19:28:00,Credit card,5.0,11.986500000000007,March,Wednesday,19
188-55-0967,B,Chicago,Member,Male,Health and beauty,664.7,697.935,2019-01-15,15:01:00,Credit card,5.0,33.2349999999999,January,Tuesday,15
610-46-4100,A,Nueva York,Normal,Male,Health and beauty,202.65,212.7825,2019-03-03,20:31:00,Credit card,6.0,10.132499999999993,March,Sunday,20
318-81-2368,C,Houston,Normal,Female,Electronic accessories,46.2,48.51,2019-03-19,12:16:00,Cash,6.3,2.309999999999995,March,Tuesday,12
364-33-8584,B,Chicago,Member,Female,Food and beverages,88.15,92.5575,2019-03-08,15:27:00,Cash,8.5,4.407499999999999,March,Friday,15
665-63-9737,B,Chicago,Normal,Male,Fashion accessories,157.26,165.123,2019-02-27,17:36:00,Ewallet,7.5,7.8629999999999995,February,Wednesday,17
695-09-5146,B,Chicago,Member,Female,Food and beverages,296.37,311.1885,2019-02-23,20:00:00,Ewallet,6.4,14.818499999999972,February,Saturday,20
155-45-3814,C,Houston,Member,Female,Electronic accessories,708.4,743.82,2019-03-19,15:29:00,Ewallet,4.7,35.42000000000007,March,Tuesday,15
794-32-2436,B,Chicago,Member,Male,Electronic accessories,111.34,116.907,2019-03-27,15:08:00,Ewallet,6.0,5.566999999999993,March,Wednesday,15
131-15-8856,C,Houston,Member,Female,Food and beverages,580.16,609.168,2019-03-30,19:26:00,Credit card,4.0,29.008000000000038,March,Saturday,19
273-84-2164,C,Houston,Member,Male,Electronic accessories,60.25,63.2625,2019-02-16,15:53:00,Ewallet,5.5,3.012500000000003,February,Saturday,15
706-36-6154,A,Nueva York,Member,Male,Home and lifestyle,174.24,182.952,2019-01-18,18:43:00,Ewallet,8.7,8.711999999999989,January,Friday,18
778-89-7974,C,Houston,Normal,Male,Health and beauty,421.26,442.323,2019-03-30,14:58:00,Cash,7.4,21.062999999999988,March,Saturday,14
574-31-8277,B,Chicago,Member,Male,Fashion accessories,33.63,35.3115,2019-03-20,19:55:00,Cash,5.6,1.6814999999999998,March,Wednesday,19
859-71-0933,C,Houston,Member,Female,Sports and travel,30.98,32.529,2019-01-16,15:10:00,Cash,6.3,1.549000000000003,January,Wednesday,15
740-11-5257,C,Houston,Normal,Male,Electronic accessories,247.4,259.77,2019-02-24,16:44:00,Cash,7.1,12.369999999999976,February,Sunday,16
369-82-2676,B,Chicago,Normal,Male,Electronic accessories,378.3,397.215,2019-01-15,18:22:00,Ewallet,7.8,18.914999999999964,January,Tuesday,18
563-47-4072,B,Chicago,Normal,Female,Health and beauty,334.86,351.603,2019-01-22,11:52:00,Cash,9.9,16.742999999999995,January,Tuesday,11
742-04-5161,A,Nueva York,Member,Male,Home and lifestyle,727.8,764.19,2019-02-03,17:24:00,Cash,7.3,36.3900000000001,February,Sunday,17
149-15-7606,B,Chicago,Member,Male,Sports and travel,335.88,352.674,2019-03-06,15:31:00,Ewallet,5.1,16.793999999999983,March,Wednesday,15
133-77-3154,B,Chicago,Member,Male,Fashion accessories,240.72,252.756,2019-02-16,18:04:00,Credit card,9.4,12.036000000000001,February,Saturday,18
169-52-4504,A,Nueva York,Normal,Female,Electronic accessories,47.07,49.4235,2019-03-14,14:13:00,Credit card,5.8,2.353499999999997,March,Thursday,14
250-81-7186,C,Houston,Normal,Female,Electronic accessories,99.69,104.6745,2019-02-27,10:23:00,Credit card,8.0,4.984499999999997,February,Wednesday,10
562-12-5430,A,Nueva York,Member,Female,Fashion accessories,264.45,277.6725,2019-01-18,10:11:00,Ewallet,7.9,13.222500000000025,January,Friday,10
816-72-8853,A,Nueva York,Member,Female,Sports and travel,139.65,146.6325,2019-01-29,15:48:00,Cash,5.9,6.9824999999999875,January,Tuesday,15
491-38-3499,A,Nueva York,Member,Male,Fashion accessories,55.45,58.2225,2019-02-26,17:46:00,Credit card,4.9,2.7724999999999937,February,Tuesday,17
322-02-2271,B,Chicago,Normal,Female,Sports and travel,128.91,135.3555,2019-02-03,11:46:00,Cash,9.3,6.44550000000001,February,Sunday,11
842-29-4695,C,Houston,Member,Male,Sports and travel,119.98,125.979,2019-01-16,12:07:00,Credit card,7.9,5.998999999999995,January,Wednesday,12
725-67-2480,B,Chicago,Member,Female,Fashion accessories,352.5,370.125,2019-03-24,18:14:00,Credit card,5.9,17.625,March,Sunday,18
641-51-2661,C,Houston,Member,Female,Food and beverages,871.0,914.55,2019-02-12,14:45:00,Credit card,9.9,43.549999999999955,February,Tuesday,14
714-02-3114,C,Houston,Normal,Female,Sports and travel,197.6,207.48,2019-02-21,11:39:00,Cash,7.7,9.879999999999995,February,Thursday,11
518-17-2983,A,Nueva York,Normal,Female,Fashion accessories,194.52,204.246,2019-02-04,15:44:00,Ewallet,7.6,9.725999999999999,February,Monday,15
779-42-2410,B,Chicago,Member,Male,Food and beverages,173.22,181.881,2019-02-20,13:06:00,Ewallet,7.7,8.661000000000001,February,Wednesday,13
190-14-3147,B,Chicago,Normal,Female,Health and beauty,71.88,75.474,2019-02-23,20:43:00,Ewallet,6.4,3.5940000000000083,February,Saturday,20
408-66-6712,C,Houston,Member,Female,Health and beauty,286.26,300.573,2019-02-16,14:19:00,Ewallet,4.4,14.312999999999988,February,Saturday,14
679-22-6530,B,Chicago,Normal,Female,Sports and travel,81.24,85.302,2019-01-17,10:01:00,Credit card,4.1,4.062000000000012,January,Thursday,10
588-47-8641,A,Nueva York,Member,Male,Fashion accessories,560.4,588.42,2019-01-14,19:30:00,Ewallet,4.4,28.019999999999982,January,Monday,19
642-61-4706,B,Chicago,Member,Male,Food and beverages,186.8,196.14,2019-03-30,16:34:00,Cash,5.5,9.339999999999975,March,Saturday,16
576-31-4774,B,Chicago,Normal,Female,Health and beauty,220.23,231.2415,2019-03-02,13:10:00,Ewallet,4.0,11.011500000000012,March,Saturday,13
556-41-6224,C,Houston,Normal,Male,Health and beauty,269.12,282.576,2019-02-15,17:10:00,Credit card,9.3,13.456000000000017,February,Friday,17
811-03-8790,A,Nueva York,Normal,Female,Electronic accessories,454.8,477.54,2019-03-01,10:22:00,Credit card,4.8,22.74000000000001,March,Friday,10
242-11-3142,B,Chicago,Member,Male,Fashion accessories,167.54,175.917,2019-02-24,19:57:00,Cash,4.6,8.37700000000001,February,Sunday,19
752-23-3760,B,Chicago,Member,Female,Sports and travel,448.56,470.988,2019-02-19,19:29:00,Credit card,7.3,22.427999999999997,February,Tuesday,19
274-05-5470,A,Nueva York,Member,Female,Food and beverages,293.88,308.574,2019-02-23,18:30:00,Cash,6.0,14.694000000000017,February,Saturday,18
648-94-3045,C,Houston,Normal,Male,Health and beauty,589.5,618.975,2019-02-07,14:27:00,Ewallet,8.1,29.475000000000023,February,Thursday,14
130-67-4723,A,Nueva York,Member,Male,Food and beverages,291.0,305.55,2019-01-11,13:57:00,Ewallet,9.4,14.550000000000011,January,Friday,13
528-87-5606,B,Chicago,Member,Female,Electronic accessories,39.48,41.454,2019-02-12,19:43:00,Cash,6.5,1.9740000000000038,February,Tuesday,19
320-85-2052,B,Chicago,Normal,Female,Sports and travel,34.81,36.5505,2019-01-14,10:11:00,Credit card,7.0,1.7404999999999973,January,Monday,10
370-96-0655,C,Houston,Normal,Female,Fashion accessories,295.92,310.716,2019-01-09,13:46:00,Ewallet,7.1,14.795999999999992,January,Wednesday,13
105-10-6182,A,Nueva York,Member,Male,Fashion accessories,42.96,45.108,2019-02-27,12:22:00,Ewallet,6.6,2.147999999999996,February,Wednesday,12
510-79-0415,B,Chicago,Member,Female,Sports and travel,138.48,145.404,2019-01-24,19:20:00,Ewallet,4.9,6.924000000000007,January,Thursday,19
241-96-5076,B,Chicago,Member,Female,Home and lifestyle,98.2,103.11,2019-01-08,12:58:00,Credit card,6.4,4.909999999999997,January,Tuesday,12
767-97-4650,B,Chicago,Member,Female,Sports and travel,129.66,136.143,2019-01-08,11:59:00,Credit card,8.0,6.483000000000004,January,Tuesday,11
648-83-1321,A,Nueva York,Member,Male,Home and lifestyle,635.6,667.38,2019-01-16,17:59:00,Cash,4.3,31.779999999999973,January,Wednesday,17
173-57-2300,C,Houston,Member,Male,Sports and travel,145.76,153.048,2019-03-13,12:51:00,Cash,6.1,7.288000000000011,March,Wednesday,12
305-03-2383,A,Nueva York,Normal,Female,Food and beverages,201.3,211.365,2019-02-15,10:36:00,Cash,7.5,10.064999999999998,February,Friday,10
394-55-6384,C,Houston,Member,Female,Sports and travel,631.71,663.2955,2019-01-25,13:38:00,Cash,6.7,31.58549999999991,January,Friday,13
266-20-6657,C,Houston,Member,Male,Food and beverages,385.28,404.544,2019-03-12,19:39:00,Ewallet,5.2,19.26400000000001,March,Tuesday,19
689-05-1884,A,Nueva York,Member,Male,Health and beauty,486.3,510.615,2019-03-04,12:44:00,Cash,8.8,24.314999999999998,March,Monday,12
196-01-2849,C,Houston,Member,Female,Fashion accessories,513.66,539.343,2019-02-10,13:56:00,Cash,9.5,25.682999999999993,February,Sunday,13
372-62-5264,C,Houston,Normal,Female,Food and beverages,473.4,497.07,2019-01-16,14:42:00,Cash,7.6,23.670000000000016,January,Wednesday,14
800-09-8606,A,Nueva York,Member,Female,Home and lifestyle,436.85,458.6925,2019-01-29,19:45:00,Cash,6.6,21.842499999999973,January,Tuesday,19
182-52-7000,A,Nueva York,Member,Female,Sports and travel,108.16,113.568,2019-01-01,20:26:00,Ewallet,6.9,5.408000000000001,January,Tuesday,20
826-58-8051,B,Chicago,Normal,Male,Home and lifestyle,248.76,261.198,2019-01-06,19:46:00,Ewallet,4.3,12.437999999999988,January,Sunday,19
868-06-0466,A,Nueva York,Member,Male,Electronic accessories,626.22,657.531,2019-02-19,19:38:00,Credit card,7.8,31.310999999999922,February,Tuesday,19
751-41-9720,C,Houston,Normal,Male,Home and lifestyle,975.0,1023.75,2019-01-12,16:18:00,Ewallet,8.0,48.75,January,Saturday,16
626-43-7888,C,Houston,Normal,Female,Fashion accessories,483.28,507.444,2019-02-07,12:23:00,Ewallet,9.6,24.164000000000044,February,Thursday,12
176-64-7711,B,Chicago,Normal,Male,Food and beverages,96.96,101.808,2019-03-27,19:11:00,Credit card,4.3,4.848000000000013,March,Wednesday,19
191-29-0321,B,Chicago,Member,Female,Fashion accessories,197.7,207.585,2019-02-27,18:57:00,Credit card,5.0,9.88500000000002,February,Wednesday,18
729-06-2010,B,Chicago,Member,Male,Health and beauty,724.23,760.4415,2019-01-06,11:18:00,Cash,9.2,36.2115,January,Sunday,11
640-48-5028,B,Chicago,Member,Female,Home and lifestyle,795.51,835.2855,2019-03-02,12:40:00,Cash,6.3,39.775499999999965,March,Saturday,12
186-79-9562,B,Chicago,Normal,Male,Health and beauty,502.39,527.5095,2019-03-29,14:06:00,Cash,8.9,25.119500000000016,March,Friday,14
834-45-5519,B,Chicago,Normal,Female,Electronic accessories,172.0,180.6,2019-01-31,20:48:00,Ewallet,7.6,8.599999999999994,January,Thursday,20
162-65-8559,C,Houston,Member,Male,Food and beverages,68.98,72.429,2019-01-21,20:13:00,Cash,4.8,3.448999999999998,January,Monday,20
760-27-5490,C,Houston,Normal,Male,Fashion accessories,124.96,131.208,2019-01-20,20:37:00,Ewallet,9.1,6.248000000000005,January,Sunday,20
445-30-9252,A,Nueva York,Normal,Male,Sports and travel,77.1,80.955,2019-01-17,17:59:00,Ewallet,6.1,3.855000000000004,January,Thursday,17
786-94-2700,A,Nueva York,Member,Male,Food and beverages,483.72,507.906,2019-02-28,20:18:00,Cash,9.1,24.18599999999998,February,Thursday,20
728-88-7867,C,Houston,Member,Female,Home and lifestyle,302.12,317.226,2019-03-19,15:52:00,Ewallet,8.3,15.105999999999995,March,Tuesday,15
183-21-3799,C,Houston,Normal,Female,Electronic accessories,698.67,733.6035,2019-02-19,15:14:00,Ewallet,7.2,34.933500000000095,February,Tuesday,15
268-20-3585,C,Houston,Normal,Female,Health and beauty,124.65,130.8825,2019-02-04,12:50:00,Ewallet,6.0,6.2324999999999875,February,Monday,12
735-32-9839,C,Houston,Member,Male,Fashion accessories,789.6,829.08,2019-01-31,10:36:00,Ewallet,8.5,39.48000000000002,January,Thursday,10
258-92-7466,A,Nueva York,Normal,Female,Health and beauty,178.4,187.32,2019-02-06,18:33:00,Credit card,6.6,8.919999999999987,February,Wednesday,18
857-16-3520,A,Nueva York,Member,Female,Fashion accessories,500.22,525.231,2019-03-28,16:06:00,Ewallet,4.5,25.010999999999967,March,Thursday,16
482-17-1179,A,Nueva York,Member,Male,Electronic accessories,35.82,37.611,2019-01-19,12:47:00,Credit card,8.1,1.7909999999999968,January,Saturday,12
788-21-5741,A,Nueva York,Normal,Male,Fashion accessories,136.14,142.947,2019-02-17,13:34:00,Credit card,7.2,6.807000000000016,February,Sunday,13
821-14-9046,B,Chicago,Member,Female,Fashion accessories,104.88,110.124,2019-01-18,15:04:00,Credit card,6.1,5.244,January,Friday,15
418-05-0656,B,Chicago,Normal,Female,Fashion accessories,178.92,187.866,2019-02-02,20:42:00,Cash,7.1,8.946000000000026,February,Saturday,20
678-79-0726,C,Houston,Member,Female,Sports and travel,815.67,856.4535,2019-01-18,15:28:00,Cash,5.1,40.783500000000004,January,Friday,15
776-68-1096,B,Chicago,Normal,Male,Home and lifestyle,132.36,138.978,2019-03-18,13:45:00,Credit card,7.9,6.617999999999995,March,Monday,13
592-46-1692,C,Houston,Member,Female,Food and beverages,257.39,270.2595,2019-01-11,20:10:00,Cash,7.4,12.869500000000016,January,Friday,20
434-35-9162,B,Chicago,Member,Male,Food and beverages,93.36,98.028,2019-02-04,18:53:00,Ewallet,7.4,4.668000000000006,February,Monday,18
149-14-0304,C,Houston,Member,Female,Health and beauty,228.0,239.4,2019-02-06,14:24:00,Cash,6.6,11.400000000000006,February,Wednesday,14
442-44-6497,C,Houston,Member,Male,Home and lifestyle,166.71,175.0455,2019-01-08,11:42:00,Credit card,5.9,8.335499999999996,January,Tuesday,11
174-64-0215,B,Chicago,Normal,Male,Sports and travel,697.4,732.27,2019-03-05,17:49:00,Credit card,8.9,34.870000000000005,March,Tuesday,17
210-74-9613,C,Houston,Normal,Male,Fashion accessories,389.04,408.492,2019-03-16,15:33:00,Ewallet,6.8,19.451999999999998,March,Saturday,15
299-29-0180,B,Chicago,Member,Female,Home and lifestyle,365.26,383.523,2019-03-09,10:54:00,Cash,9.3,18.263000000000034,March,Saturday,10
247-11-2470,A,Nueva York,Member,Female,Fashion accessories,89.28,93.744,2019-03-01,16:23:00,Credit card,4.4,4.463999999999999,March,Friday,16
635-28-5728,A,Nueva York,Normal,Male,Health and beauty,168.0,176.4,2019-02-28,19:33:00,Ewallet,4.8,8.400000000000006,February,Thursday,19
756-49-0168,A,Nueva York,Member,Male,Fashion accessories,19.7,20.685,2019-02-08,11:39:00,Ewallet,9.5,0.9849999999999994,February,Friday,11
438-23-1242,B,Chicago,Normal,Male,Electronic accessories,531.16,557.718,2019-01-24,10:38:00,Ewallet,8.9,26.557999999999993,January,Thursday,10
238-45-6950,B,Chicago,Member,Male,Food and beverages,53.72,56.406,2019-03-01,20:03:00,Ewallet,6.4,2.686,March,Friday,20
607-65-2441,C,Houston,Member,Male,Health and beauty,819.5,860.475,2019-03-10,12:39:00,Credit card,6.0,40.97500000000002,March,Sunday,12
386-27-7606,C,Houston,Member,Female,Home and lifestyle,568.4,596.82,2019-03-23,15:59:00,Credit card,8.1,28.420000000000073,March,Saturday,15
137-63-5492,C,Houston,Normal,Male,Electronic accessories,587.6,616.98,2019-01-29,14:26:00,Ewallet,9.0,29.379999999999995,January,Tuesday,14
